user_name,age,gender,location,category,brand,price in $,click_rate,availability,ratings,image_url,image_description
Customer_1,24,Male,Toowoomba,Shoes,Dr. Martens,47.0,280,Available,1,http://i.pinimg.com/400x/46/17/9a/46179a069d2546692bb5c31201a9c7ff.jpg, Black flat sandals with a toe loop and ankle strap. The sandals are made of faux leather and have a rubber sole. They are perfect for summer and can be dressed up or down.
Customer_2,24,Male,Toowoomba,Shirts & Tops,Uniqlo,23.5,234,Available,2,http://i.pinimg.com/400x/99/cf/e3/99cfe39a4e51cebbcc5951094eff55be.jpg, A beautiful off-the-shoulder top with a floral print. It has a pleated bodice and bell sleeves. The top is made of a lightweight fabric and is perfect for a summer day. It can be dressed up or down and is a versatile piece that can be worn for many occasions.
Customer_3,24,Male,Toowoomba,Pants,Dockers,28.2,105,Out of Stock,2,http://i.pinimg.com/400x/e8/8f/5d/e88f5dcc29843e229c3f31098359a166.jpg," Girls' Pull-On Super Skinny Jeans with Distressed Detailing

These girls' pull-on super skinny jeans are made with a comfortable stretch fabric that moves with you. They feature a distressed detailing for a stylish look. The jeans are available in a variety of colors and sizes."
Customer_4,24,Male,Toowoomba,Shorts,Guess,18.8,351,Available,1,http://i.pinimg.com/400x/89/45/bc/8945bc75a0a1959a6547297af5521551.jpg,
Customer_5,24,Male,Toowoomba,Sunglasses,Versace,65.8,121,Available,3,http://i.pinimg.com/400x/e3/fa/9e/e3fa9e38316d22a426635db710fab5df.jpg, The image contains a pair of aviator sunglasses with a gold metal frame and brown lenses. The sunglasses are shown from two angles.
Customer_6,24,Male,Toowoomba,Pants,Lululemon,28.2,487,Available,1,http://i.pinimg.com/400x/de/d3/4e/ded34e2ab3c70f4a0028e544463360ba.jpg," A women's blue denim jumpsuit with a relaxed fit. It features a scoop neck, short flutter sleeves, and a smocked waist. The jumpsuit has two front patch pockets and a back welt pocket. The legs are wide and cropped at the ankle."
Customer_7,24,Male,Toowoomba,Pants,Lululemon,28.2,366,Available,1,http://i.pinimg.com/400x/c2/12/f4/c212f49082feed37b20afd4cdfa694d0.jpg," The pants are a wide-legged, cropped style with a high waist and a tie belt. They are made from a linen-blend fabric and are available in a variety of colors. The pants are perfect for a summer day or a casual evening out. They can be dressed up or down, depending on the occasion."
Customer_8,24,Male,Toowoomba,Pants,Dockers,28.2,324,Out of Stock,2,http://i.pinimg.com/400x/52/ba/f7/52baf7e668e53a715bec6a858280721d.jpg, Black high waisted super skinny jeans. The jeans are made from a stretch fabric and have a skinny fit. They are high waisted and have a button and zip fly closure. The jeans are also machine washable.
Customer_9,24,Male,Toowoomba,Pants,Columbia,28.2,364,Out of Stock,5,http://i.pinimg.com/400x/59/ab/3a/59ab3a863fe2defbc8dab32187678087.jpg, Light blue cropped flare jeans with distressed detailing and raw hems.
Customer_10,24,Male,Toowoomba,Shoes,Timberland,47.0,349,Out of Stock,2,http://i.pinimg.com/400x/17/9f/ee/179fee8081a583a584ec8f0764ba32e9.jpg," These are brown leather shoes for boys. They are loafers, which means they have no laces. They have a rubber sole and a padded insole. The shoes are available in whole and half sizes from 1 to 7."
Customer_1,70,Female,Armidale,Coats & Jackets,Columbia,112.0,437,Available,5,http://i.pinimg.com/400x/cb/3b/51/cb3b518ab2156c354976666bde7f2fc3.jpg, White linen blazer with shawl collar and two front patch pockets. It is unlined and has a relaxed fit.
Customer_2,70,Female,Armidale,Shoes,Under Armour,70.0,359,Out of Stock,3,http://i.pinimg.com/400x/b6/38/dd/b638dd9346876e5753175c76b7ef6a18.jpg," Black fabric bow detail wedge heel sandals. 
- 4.5 inch heel
- ankle strap with buckle closure
- peep toe
- bow detail on the vamp
- jute wrapped wedge heel"
Customer_3,70,Female,Armidale,Shoes,Nike,105.0,153,Available,4,http://i.pinimg.com/400x/a8/12/a1/a812a1be7f22e2a11029634cca9cc470.jpg, These are men's shoes. They are made of leather and are black in color. They have a lace-up closure and a pointed toe. The shoes are perfect for formal occasions.
Customer_4,70,Female,Armidale,Shirts & Tops,Guess,35.0,252,Out of Stock,4,http://i.pinimg.com/400x/a2/6f/7e/a26f7e49dd7174252583b7dd916b4ab0.jpg, A cropped t-shirt with a relaxed fit. It has a crew neck and short sleeves. The shirt is made of a soft and lightweight jersey fabric.
Customer_5,70,Female,Armidale,Pants,Nike,63.0,478,Available,5,http://i.pinimg.com/400x/7d/e4/ea/7de4eaa28c2eacaa544673c59e599264.jpg," Light blue high waisted, straight leg jeans with belt loops and five pockets."
Customer_6,70,Female,Armidale,"Handbags, Wallets & Cases",Bottega Veneta,140.0,221,Available,4,http://i.pinimg.com/400x/d3/5a/fe/d35afed0b7340cefb5301b340f05fc49.jpg, This is a black tote bag with gold hardware. It is made of faux leather and has a structured shape. The bag has two top handles and a detachable shoulder strap. The interior is lined with fabric and has a zippered pocket. The bag is perfect for everyday use or for travel.
Customer_7,70,Female,Armidale,Pants,Champion,42.0,442,Available,3,http://i.pinimg.com/400x/08/57/80/0857808f96c0bff7033db7435932d112.jpg, White mid-rise skinny jeans with belt loops and five pockets.
Customer_8,70,Female,Armidale,"Handbags, Wallets & Cases",Chanel,200.0,205,Available,1,http://i.pinimg.com/400x/9b/64/7a/9b647a95611c0dadf6e5e0ab75e144ba.jpg," A purple leather envelope-style laptop case with a magnetic closure. The case is lined with a soft, beige fabric and has a small, external zip pocket. It is ideal for carrying a laptop, documents, and other small items."
Customer_9,70,Female,Armidale,Shoes,Converse,70.0,264,Available,3,http://i.pinimg.com/400x/68/d1/f8/68d1f8000c1de9c28113ce0ceb8918de.jpg, Black suede lace up sandals. The sandals have a flat sole and a thin ankle strap that wraps around the leg and ties at the ankle.
Customer_10,70,Female,Armidale,Shoes,Timberland,70.0,334,Available,4,http://i.pinimg.com/400x/67/f5/ee/67f5ee94317dcc2823743a654f753f4a.jpg," A pair of white leather sandals with a cork sole and two adjustable straps. The sandals are perfect for summer and can be worn with a variety of outfits. They are comfortable and stylish, and are sure to become a favorite in your wardrobe."
Customer_1,56,Female,Hobart,Shoes,New Balance,63.0,143,Available,3,http://i.pinimg.com/400x/96/f5/57/96f55744b378bea6ee93a080d0eb4be8.jpg, These are women's black suede wedge sandals. They have a 3.5-inch heel and a 1-inch platform. The sandals are open-toe and have a peep-toe design. The straps are adjustable and have a buckle closure. The sandals are lined with leather and have a rubber sole.
Customer_2,56,Female,Hobart,Shoes,Skechers,63.0,215,Available,5,http://i.pinimg.com/400x/e9/91/29/e99129f87bf49d2e519ca2fb746b8323.jpg, These are women's light taupe suede ankle boots with a 3-inch heel. They have a side zipper closure and a almond toe. The boots are made of genuine suede and have a rubber sole. They are perfect for fall and winter weather and can be dressed up or down.
Customer_3,56,Female,Hobart,Shoes,Salomon,63.0,334,Available,3,http://i.pinimg.com/400x/b9/64/e0/b964e01dfbab5be442727d9d4755c09e.jpg," These are yoga sandals. They are blue in color and have a unique design. The sandals are made of a soft, durable material and have a rubber sole. They are perfect for yoga, Pilates, or any other type of exercise. They are also great for just lounging around the house."
Customer_4,56,Female,Hobart,Skirts,Urban Outfitters,44.1,273,Available,1,http://i.pinimg.com/400x/52/fd/10/52fd10898f7eb32ddb16a2878c5ea7c2.jpg, A denim skirt with a raw hem and a high waist. It has a fitted silhouette and fastens with buttons down the front.
Customer_5,56,Female,Hobart,Shoes,Converse,63.0,265,Available,3,http://i.pinimg.com/400x/b6/63/f4/b663f46c7928b94bd199b9933b73f4ba.jpg," These are Nike Roshe One running shoes in a bright, eye-catching pink color. They are made with a breathable mesh upper and have a rubber sole. The shoes are perfect for running, walking, or any other type of exercise. They are also stylish enough to wear out and about."
Customer_6,56,Female,Hobart,Pants,Levi's,37.8,185,Available,3,http://i.pinimg.com/400x/85/8c/78/858c785df0b85333b4d57593ffaeaef0.jpg, Light blue distressed mid-rise skinny jeans with a raw hem.
Customer_7,56,Female,Hobart,Shirts & Tops,Calvin Klein,31.5,412,Available,4,http://i.pinimg.com/400x/22/e1/66/22e16692832613849016967cc6ca611f.jpg, A black V-neck t-shirt with short sleeves. The shirt is made of a soft and lightweight fabric and has a relaxed fit. It is perfect for everyday wear and can be dressed up or down.
Customer_8,56,Female,Hobart,Shoes,Vans,63.0,423,Available,5,http://i.pinimg.com/400x/f2/2f/64/f22f649a19679e733139f3cc4b567282.jpg, A pair of black leather sandals with a green and red striped bow on the front. The sandals are slip-on and have a rubber sole. They are perfect for a casual day out or a night on the town.
Customer_9,56,Female,Hobart,Pants,Dockers,37.8,446,Available,1,http://i.pinimg.com/400x/86/83/fe/8683febafa796e259bae0d18d540b65e.jpg," A pair of high-waisted, skinny pants with a side stripe in navy blue. The pants are made of a stretchy material and are perfect for a casual day out or a night on the town."
Customer_10,56,Female,Hobart,Shirts & Tops,Levi's,31.5,154,Available,1,http://i.pinimg.com/400x/9c/b3/ba/9cb3ba87bf929615247223e6d6371132.jpg, This is a women's t-shirt from the Ivy Park collection. It is a relaxed fit shirt with a crew neck and short sleeves. The shirt is light pink in color and has a large Ivy Park logo on the front. The shirt is made from a soft cotton blend fabric and is perfect for a casual day out or a workout.
Customer_1,21,Female,Busselton,Shirts & Tops,Express,22.75,264,Available,4,http://i.pinimg.com/400x/0d/9f/cf/0d9fcfcd20e8bd29cc2739538bfa18ea.jpg," White sleeveless blouse with a loose fit. The blouse has a layered design, with a longer back than front. It is made of a lightweight, semi-sheer fabric and has a relaxed, flowy fit. The blouse is perfect for a casual day out or a night on the town. It can be dressed up or down, depending on the occasion."
Customer_2,21,Female,Busselton,Shirts & Tops,Columbia,22.75,276,Available,2,http://i.pinimg.com/400x/2b/89/55/2b895537033887e0adcf5022708de798.jpg," A fitted, scoop neck tank top in black. It is made of a soft, lightweight jersey fabric and has a relaxed fit. The perfect layering piece for any outfit, this tank top can be dressed up or down."
Customer_3,21,Female,Busselton,Shorts,Puma,18.2,394,Available,1,http://i.pinimg.com/400x/b8/d3/f9/b8d3f90565e3dd66983043e575ce2c9d.jpg, Light blue denim cutoff shorts with distressing and a raw hem. Five-pocket styling with belt loops and a zip fly with a button closure.
Customer_4,21,Female,Busselton,Pants,Dockers,27.3,163,Out of Stock,4,http://i.pinimg.com/400x/83/28/81/83288135ea4154e3743450cba07bef7e.jpg, White high-rise button-fly crop jeans with belt loops and five pockets.
Customer_5,21,Female,Busselton,Pants,Under Armour,27.3,116,Available,4,http://i.pinimg.com/400x/65/b2/40/65b24053a031eb5fca4de0322b17a225.jpg," A pair of mid-rise, skinny jeans with a dark blue wash and distressed detailing. The jeans are made from a stretch denim fabric and have a fitted silhouette. They are perfect for a casual day out or a night on the town."
Customer_6,21,Female,Busselton,Pants,Columbia,27.3,466,Out of Stock,3,http://i.pinimg.com/400x/ac/9e/a4/ac9ea43450fbea309297f8f3b96c4462.jpg," Women's red straight-leg pants. They are made of a lightweight, breathable fabric and feature a high waist, belt loops, and two side pockets. The pants are perfect for a casual day out or a night on the town."
Customer_7,21,Female,Busselton,Sunglasses,Prada,63.7,473,Available,4,http://i.pinimg.com/400x/ba/20/17/ba2017c31da591e41a86b0b532a91e19.jpg, Women's fashion oversized plastic sunglasses with brown lenses and a tortoiseshell frame.
Customer_8,21,Female,Busselton,Pants,American Eagle,27.3,183,Available,1,http://i.pinimg.com/400x/e2/15/34/e21534499246043c889cdfe5293c0098.jpg," These are high-waisted, wide-legged pants with a relaxed fit. They are made from a lightweight, breathable fabric and feature a side slit at the hem. The pants are perfect for a casual day out or a night on the town. They can be dressed up or down, depending on the occasion."
Customer_9,21,Female,Busselton,Shoes,Timberland,45.5,445,Out of Stock,5,http://i.pinimg.com/400x/5c/0f/8c/5c0f8c2d972c25af7b08fe709bb035a4.jpg, These are purple leather lace up shoes with a pointed toe. The shoes have a 3 inch heel and are perfect for a night out on the town. They are made of high quality materials and are sure to last.
Customer_10,21,Female,Busselton,Shorts,Guess,18.2,113,Available,4,http://i.pinimg.com/400x/ce/35/56/ce35561aa805758d24e733c90dc8668e.jpg, A black and gold striped off-the-shoulder romper with long sleeves and a tie waist. It is made from a lightweight woven fabric and has a relaxed fit. The romper is perfect for a night out or a special occasion.
Customer_1,22,Female,Albany,Coats & Jackets,Adidas,103.04,382,Out of Stock,5,http://i.pinimg.com/400x/77/d8/0b/77d80bac509c05b8c339afeb7a08e7ca.jpg," A beautiful tweed jacket is a perfect addition to any wardrobe. This jacket is a light pink color, and is made of a soft and durable tweed fabric. It features a classic collar, and two front pockets. The jacket is also fully lined, and has a hook-and-eye closure. This jacket is perfect for a day out, or for a special occasion."
Customer_2,22,Female,Albany,Shirts & Tops,Nike,34.5,402,Out of Stock,3,http://i.pinimg.com/400x/ca/2e/85/ca2e85e3983c2674fd2520627665134a.jpg, Black sleeveless t-shirt with gold Balmain logo
Customer_3,22,Female,Albany,Necklaces,Fossil,55.2,434,Available,2,http://i.pinimg.com/400x/f9/b7/15/f9b71504fbfb7631425aae08614c1430.jpg," This is a beautiful sterling silver necklace with two heart-shaped pendants. One pendant has the word ""Mother"" engraved on it, and the other has the word ""Daughter"" engraved on it. The chain is 18 inches long and has a spring-ring clasp. The necklace is perfect for mothers and daughters who want to show their love for each other. It is also a great gift for Mother's Day, birthdays, or any other special occasion."
Customer_4,22,Female,Albany,Shirts & Tops,Under Armour,23.0,437,Available,3,http://i.pinimg.com/400x/5d/86/44/5d86443f3a558ab65b4b47b8c9e73a1f.jpg," A beautiful off-the-shoulder top with a smocked bodice and long, balloon sleeves. The top is made from a lightweight, woven fabric and features a delicate star print. It is perfect for a summer day or a night out."
Customer_5,22,Female,Albany,Skirts,Shein,32.2,491,Out of Stock,1,http://i.pinimg.com/400x/d7/46/fa/d746fa6030e41cc5614fb31c92ef6343.jpg," This is a denim skirt with a raw hem and a high waist. It is a light blue color with a darker blue panel on the right side. The skirt is short, and it is meant to be worn with a tucked-in top. It is a casual skirt that can be worn for a variety of occasions."
Customer_6,22,Female,Albany,Coats & Jackets,Canada Goose,73.6,212,Available,1,http://i.pinimg.com/400x/3b/fc/c3/3bfcc33c8535b45ed2d27ae30bf28b91.jpg, A black leather moto jacket with silver hardware. It has a cropped fit and two front zipper pockets. The jacket is fully lined.
Customer_7,22,Female,Albany,Coats & Jackets,Columbia,73.6,476,Out of Stock,3,http://i.pinimg.com/400x/c9/8c/3e/c98c3e22729f42426d98004b25c1d3d4.jpg," This is a women's beige linen moto jacket. It has a cropped length, with a belted waist and silver hardware. The jacket is fully lined."
Customer_8,22,Female,Albany,Shirts & Tops,Vans,23.0,264,Available,3,http://i.pinimg.com/400x/ff/96/ee/ff96ee1561e64a94a2752d8f816f8d79.jpg," A women's blue and white striped crop top with a ruffled hem and adjustable straps. The top is made of a lightweight cotton fabric and is perfect for a summer day. It can be paired with jeans, shorts, or a skirt."
Customer_9,22,Female,Albany,Skirts,Urban Outfitters,32.2,441,Available,1,http://i.pinimg.com/400x/2f/ac/7f/2fac7fdb9703a4b049daeb2383297205.jpg," A classic, high-waisted, red, a-line skirt with a front slit and decorative buttons. It is made of a medium-weight, non-stretch fabric and is fully lined. The skirt is perfect for work, school, or a night out."
Customer_10,22,Female,Albany,"Handbags, Wallets & Cases",Chanel,165.6,378,Available,3,http://i.pinimg.com/400x/f5/29/ae/f529aedf976e21fa599ece5b6d400d7e.jpg, A black leather tote bag with silver hardware. It has two top handles and a detachable shoulder strap. The interior is lined with black fabric and has a zip pocket.
Customer_1,24,Male,Busselton,Shirts & Tops,Ralph Lauren,23.5,395,Available,1,http://i.pinimg.com/400x/42/01/92/4201924df824b03c1c5ef12389abc1b3.jpg," &bull; A pink off-the-shoulder crop top with a ruched neckline and smocked back.
&bull; It is made of linen and has a relaxed fit.
&bull; The top is perfect for a summer day or a night out.
&bull; It can be paired with high-waisted jeans, shorts, or a skirt.
&bull; The top is available in sizes XS to L."
Customer_2,24,Male,Busselton,Shirts & Tops,Forever 21,25.85,430,Available,4,http://i.pinimg.com/400x/4d/c7/76/4dc77686d3f02369ec42bc8a1b7037c3.jpg," A white, off-the-shoulder crop top with lace detailing and tie-up shoulder straps. The top is made from a lightweight, breathable fabric and is perfect for a summer day. It can be paired with high-waisted jeans or shorts for a casual look, or with a skirt for a more formal occasion."
Customer_3,24,Male,Busselton,Sunglasses,Gucci,131.6,176,Available,5,http://i.pinimg.com/400x/a5/f3/83/a5f383c5a9d4ccdfe20bff832a397ef3.jpg, These are women's cat-eye sunglasses with a pink plastic frame and gold-colored mirrored lenses. They are shown being worn by a young woman with curly brown hair and tattoos on her arms. She is wearing a black floral dress and a denim jacket.
Customer_4,24,Male,Busselton,Pants,Adidas,39.48,247,Available,3,http://i.pinimg.com/400x/63/82/27/638227e4405938cc6c4bba3ba91447ff.jpg, Women's khaki cropped pants. They are made of a cotton and linen blend and have a slim fit. The pants have a mid-rise waist and belt loops. They are perfect for a casual day out or a smart-casual work outfit.
Customer_5,24,Male,Busselton,Shirts & Tops,Forever 21,25.85,141,Available,5,http://i.pinimg.com/400x/15/d2/2b/15d22b36752199e64a729c0045a5468e.jpg," A white, long-sleeved t-shirt with a scoop neck. The shirt is made of a soft and lightweight fabric and is perfect for layering or wearing on its own. It is available in sizes 1X to 3X."
Customer_6,24,Male,Busselton,Shoes,Crocs,47.0,277,Available,3,http://i.pinimg.com/400x/4c/f3/c8/4cf3c85992b98efb88d2ee3eaf0c19fa.jpg, These are women's shoes. They are pink suede thigh-high boots with silver metal stiletto heels and pink laces. The boots have a pointed toe and a side zipper closure. They are perfect for a night out on the town or for a special occasion.
Customer_7,24,Male,Busselton,Coats & Jackets,Tommy Hilfiger,75.2,257,Available,5,http://i.pinimg.com/400x/ce/2c/a5/ce2ca59dcd5b59f6e79297cb1e2cad36.jpg, A black floral blazer is a versatile piece that can be dressed up or down. It is perfect for a casual day out or a night on the town. The blazer is made from a lightweight fabric and features a relaxed fit. It has a lapel collar and two front pockets. The floral print is colorful and eye-catching. The blazer is in excellent condition and has only been worn a few times.
Customer_8,24,Male,Busselton,Pants,The North Face,28.2,183,Available,5,http://i.pinimg.com/400x/46/68/40/466840231c7561758f6801bec3eb5478.jpg, Blue distressed jeans with a slim fit. The jeans have a mid-rise waist and a straight leg. They are made from 100% cotton and have a button fly closure.
Customer_9,24,Male,Busselton,Coats & Jackets,Patagonia,75.2,199,Available,2,http://i.pinimg.com/400x/67/63/d9/6763d9bb170ae77132cc49b50e322ba8.jpg," A long, grey wool coat with a contrasting cream lapel and pockets. It is perfect for a chilly day."
Customer_10,24,Male,Busselton,Earrings,Kate Spade,47.0,173,Out of Stock,2,http://i.pinimg.com/400x/bd/17/15/bd1715044b366a9f7f8b718db77011d2.jpg," These are a pair of pink, round, ball earrings. They are made of silk and have a gold-plated post. The earrings are lightweight and comfortable to wear. They are perfect for any occasion and will add a touch of elegance to any outfit."
Customer_1,22,Male,Launceston,Pants,Calvin Klein,27.6,144,Available,3,http://i.pinimg.com/400x/59/cc/43/59cc43aadab922224474cd44dff0d8d5.jpg," These are high-waisted, dark blue, cropped, flare jeans with a raw hem. They are made of stretch denim and have a slim fit through the hips and thighs. The jeans are perfect for a casual day out or a night on the town."
Customer_2,22,Male,Launceston,Pants,Dickies,27.6,413,Out of Stock,4,http://i.pinimg.com/400x/67/77/2b/67772bac3d11c31dd80f354a1d6cd03b.jpg," A pair of high-waisted, dark gray jeggings with a skinny leg and moto-style seaming at the knees."
Customer_3,22,Male,Launceston,Shirts & Tops,Columbia,23.0,286,Available,1,http://i.pinimg.com/400x/ab/5e/8a/ab5e8a89b909dbf5da654aef788fcf4e.jpg," This is a women's leopard print cropped blouse with short sleeves. It has a fitted silhouette and a twist detail at the front. The blouse is made from a lightweight, silky fabric and is perfect for a night out or a special occasion."
Customer_4,22,Male,Launceston,Shoes,ASICS,46.0,466,Out of Stock,1,http://i.pinimg.com/400x/e1/c3/c0/e1c3c0e9a7a0883301e69f140212d045.jpg," These black patent sandals are perfect for a night out on the town. They feature a sleek and stylish design, with a high heel that will elongate your legs. The ankle strap adds a touch of security, while the open toe design keeps your feet cool and comfortable. These sandals are sure to make you stand out from the crowd.

Category: Shoes
Brand: Aldo
Price: $50
Color: Black
Size: 7
Material: Patent leather
Heel height: 4 inches
Closure: Ankle strap
Toe style: Open toe
Occasion: Night out"
Customer_5,22,Male,Launceston,Shoes,New Balance,46.0,253,Available,5,http://i.pinimg.com/400x/80/c2/66/80c266033c98c97e92b35d01bba63ce5.jpg," These are women's blue velvet ankle boots with a 3-inch heel. They have a round toe and a side zipper closure. The boots are perfect for a night out on the town or a special occasion. They can be paired with a variety of outfits, such as a dress, skirt, or pants. The boots are also very comfortable and easy to walk in."
Customer_6,22,Male,Launceston,Shoes,Timberland,46.0,236,Available,5,http://i.pinimg.com/400x/4b/c4/89/4bc489af60b98a75c12888f0b03b71b2.jpg," These scalloped ballet flats are perfect for a casual day out or a dressy occasion. They are made of soft suede and feature a unique scalloped edge. The flats are available in a variety of colors, so you can find the perfect pair to match your style."
Customer_7,22,Male,Launceston,Shorts,Guess,18.4,296,Available,5,http://i.pinimg.com/400x/ed/7a/45/ed7a45c40bf471fb305b92f609b34a95.jpg," A pair of high-waisted, gingham shorts with a tie腰带. The shorts are blue and white, and have a relaxed fit. They are perfect for a summer day."
Customer_8,22,Male,Launceston,Necklaces,Marc Jacobs,55.2,356,Available,3,http://i.pinimg.com/400x/84/af/fd/84affd629a9c91f2040e523dcc8cf0c3.jpg, This is a Kendra Scott Elisa Pendant Necklace. It is made of 14k rose gold vermeil and features a delicate oval-shaped pendant with a cutout design. The pendant is suspended from a 14k rose gold vermeil chain. The necklace is perfect for everyday wear and can be dressed up or down.
Customer_9,22,Male,Launceston,Shirts & Tops,Ralph Lauren,23.0,489,Available,2,http://i.pinimg.com/400x/89/85/41/89854107fd81c6a422aa7f5c50fd0e6e.jpg," White T-shirt with a twist. The T-shirt has a classic crew neck and short sleeves, but the front is longer than the back and has an asymmetrical hem. It is made from a soft and lightweight fabric and is perfect for a casual day out or a night on the town."
Customer_10,22,Male,Launceston,Shoes,Merrell,46.0,357,Available,2,http://i.pinimg.com/400x/6e/f4/81/6ef4812bc359fdff52af74e33d75611f.jpg, A pair of black leather slip-on sneakers with a platform sole. The sneakers have a textured upper with a crocodile skin pattern and a white rubber sole. They are perfect for a casual day out or a night on the town.
Customer_1,76,Male,Melbourne,Shirts & Tops,Forever 21,40.15,440,Available,1,http://i.pinimg.com/400x/02/75/12/0275129e0649678f5e53f3c5fe9db73c.jpg," A black, short-sleeve t-shirt with a twist at the waist. The shirt is made of a soft, lightweight jersey fabric and has a relaxed fit. It is perfect for a casual day out or a night on the town."
Customer_2,76,Male,Melbourne,Pants,Dockers,43.8,278,Available,4,http://i.pinimg.com/400x/0d/63/9a/0d639a2b6d1180a7976bc1fd1e45e737.jpg, A pair of mid-rise skinny jeans with a dark wash and a slight stretch. They have a five-pocket design and a zip fly with a button closure. The inseam is 28 inches.
Customer_3,76,Male,Melbourne,Coats & Jackets,Levi's,116.8,106,Available,5,http://i.pinimg.com/400x/91/7e/54/917e5416a119d4f2dd33225ad992b142.jpg, Women's cropped green velvet jacket with silver buttons and two front patch pockets. The jacket is fitted and has a slightly cropped length. It is perfect for a casual day out or a night on the town.
Customer_4,76,Male,Melbourne,Shoes,Timberland,73.0,292,Available,1,http://i.pinimg.com/400x/09/31/d4/0931d46e7a6a2ab6d82722eee25aecfe.jpg," These black leather lace-up shoes are perfect for a casual day out or a night on the town. They feature a unique wooden platform heel that adds height and style, and a comfortable rubber sole. The shoes are made in Italy and are of the highest quality."
Customer_5,76,Male,Melbourne,Coats & Jackets,Adidas,163.52,412,Available,4,http://i.pinimg.com/400x/3c/88/2e/3c882ebd40ddd67409f4d6addee1e1b6.jpg," A women's stylish and elegant longline wrap coat. It features a classic collar, two side pockets, and a self-tie belt. The coat is made from a soft and warm wool-blend fabric and is perfect for the colder months. It is available in a variety of colors, including black, camel, and navy."
Customer_6,76,Male,Melbourne,Shoes,Timberland,73.0,482,Out of Stock,4,http://i.pinimg.com/400x/b0/41/23/b0412358238b26f6d1f350212c42c211.jpg, These are women's light pink slip-on mules with a 4 inch wrapped rope heel. The shoe is made of faux suede and has a peep toe. The insole is lightly cushioned.
Customer_7,76,Male,Melbourne,"Handbags, Wallets & Cases",Versace,146.0,248,Available,2,http://i.pinimg.com/400x/56/8b/bd/568bbd8a7b8d24f57f9bb031ec79f4e9.jpg, This is a blue leather handbag with a gold chain strap. It is a half-moon shape and has a small gold logo on the front. The bag is lined with beige fabric and has a small interior pocket. It is perfect for everyday use or for a special occasion.
